Departamento  de la Institución;Provincias dela República  de Panamá;Tipo de Ley;Fecha de Entrada de Queja;Mes de Entrada de Queja;Motivo de Queja;Agente Económico;Actividad;Marca de Producto;Producto;Velor de Apertura de Queja;Resultado de Queja;Efectivo Devuelto al Consumidor (B/.);Fecha de Cierre de Queja;Mes Cierre de Queja;Año Cierre de Queja;Año Recibido de Queja
Vehículo a Motor;Panamá;Ley 14 de 2018;14-nov-2025;Nov 25;Falta de información;SERVICENTRO VICENTE, S.A.;Taller de reparación de autos;KIA;Automóvil;672.93;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;14-nov-2025;Nov 25;Incumplimiento de garantía;GRUPO Q INVESTMENTS, S.A.;Agencia de autos;Chery QQ;Automóvil;16,990.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;17-nov-2025;Nov 25;Incumplimiento de garantía;PETROAUTOS, S.A.;Agencia de autos;Hyundai;Automóvil;14,999.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;17-nov-2025;Nov 25;Incumplimiento de servicio;DAMITON;Taller de reparación de autos;No se Registro;Automóvil;0.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;18-nov-2025;Nov 25;Falta de información;SANTY CARS 507;Venta de autos usados;KIA;Automóvil;1,800.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;18-nov-2025;Nov 25;Falta de información;AUTOS PLATINIUM;Venta de autos usados;Hyundai;Automóvil;4,280.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;19-nov-2025;Nov 25;Incumplimiento de garantía;INVERSIONES VALERY 26BH/XMOTOR;Agencia de motos;Xmotors;Automóvil;3,022.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;19-nov-2025;Nov 25;Incumplimiento de garantía;RICARDO PEREZ, S.A.;Agencia de autos;Toyota;Automóvil;20,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;20-nov-2025;Nov 25;Falta de información;CMG MOTORS GROUP;Venta de autos usados;BMW;Automóvil;16,900.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;21-nov-2025;Nov 25;Incumplimiento de garantía;GLOBAL CAR CENTER;Venta de autos usados;No se Registro;Automóvil;3,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;21-nov-2025;Nov 25;Incumplimiento de garantía;CORPORACIÓN DE CREDITO, S.A.  / RICARDO PEREZ, S.A.;Agencia de autos;Toyota;Automóvil;17,995.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;24-nov-2025;Nov 25;Incumplimiento de garantía;GRUPO Q INVESTMENTS, S.A.;Agencia de autos;Chery QQ;Automóvil;14,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;24-nov-2025;Nov 25;Incumplimiento de garantía;EMPRESAS CARBONE, S.A.;Agencia de autos;Keeway;Moto;1,649.99;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;24-nov-2025;Nov 25;Falta de información;MASTER MOTORS PANAMA;Repuestos para autos;Suzuki;Automóvil;4,294.75;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;24-nov-2025;Nov 25;Incumplimiento de garantía;PACIFIC MOTORS INVESTMENT AND ENTERPRISES, S.A.;Agencia de autos;No se Registro;Automóvil;13,000.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-nov-2025;Nov 25;Incumplimiento de servicio;ROSERVICE;Taller de reparación de autos;Nissan;Automóvil;1,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-nov-2025;Nov 25;Incumplimiento de garantía;PETROAUTOS, S.A.;Agencia de autos;Jetour;Automóvil;21,900.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-nov-2025;Nov 25;Incumplimiento de servicio;RECTFICADORES DE MOTORES MANÁ;Taller de reparación de autos;Toyota;Automóvil;374.50;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-nov-2025;Nov 25;Incumplimiento de garantía;DISTRIBUIDORA AUTOMOTRIZ FORTUNE;Agencia de autos;Changan;Automóvil;23,688.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-nov-2025;Nov 25;Incumplimiento de garantía;PETROAUTOS, S.A.;Agencia de autos;Hyundai;Automóvil;15,199.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;27-nov-2025;Nov 25;Falta de información;WILLYS AUTO IMPORTS & DETAILNG;Repuestos para autos;Ford;Automóvil;553.99;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;27-nov-2025;Nov 25;Incumplimiento de garantía;GEORGINA ALEJANDRA RODRIGUEZ CONTRERAS;Taller de reparación de autos;Hyundai;Automóvil;2,678.40;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;07-nov-2025;Nov 25;Incumplimiento de servicio;GRUPOS-18 S.A.;Servicios Profesionales;No se Registro;No se Registro;1,284.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;07-nov-2025;Nov 25;Resolución de contrato;PLAYA BLANCA SIGNATURE, S.A.;Hoteles o planes vacacionales;No se Registro;No se Registro;4,300.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Incumplimiento de garantía;EMPRESAS CARBONE, S.A.;Almacén por departamentos;No se Registro;Aspiradora;137.37;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;TCL;Aire acondicionado;298.53;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;35.90;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;12-nov-2025;Nov 25;Falta de información;VIAJES YARILENA;Agencias de viajes;No se Registro;No se Registro;3,572.00;Desistimiento/Devolución;3,572.00;30-dic-2025;Dic 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Falta de información;IBERJOYAS;Joyería/Relojerías;No se Registro;No se Registro;851.59;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-nov-2025;Nov 25;Incumplimiento de garantía;ELECTRO PLUX;Repuestos y reparaciones (talleres varios no autos);Samsung;Refrigeradora;530.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;13-nov-2025;Nov 25;Incumplimiento de servicio;VIAJES YARILENA;Agencias de viajes;No se Registro;No se Registro;3,234.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;12-nov-2025;Nov 25;Falta de información;PRICESMART;Almacén por departamentos;No se Registro;No se Registro;100.00;Desistimiento/Devolución;100.00;04-dic-2025;Dic 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;13-nov-2025;Nov 25;Incumplimiento de garantía;MOBILE MARKET, S.A.;Celulares;No se Registro;Router;54.97;Desistimiento/Devolución;54.97;19-dic-2025;Dic 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;13-nov-2025;Nov 25;Incumplimiento de garantía;PHOTURA;Electrodomésticos/equipos electrónicos;Samsung;Monitor;102.72;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-nov-2025;Nov 25;Falta de información;STARLINK PANAMA;Ventas por internet;No se Registro;Antena;150.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-nov-2025;Nov 25;Incumplimiento de garantía;M & I TECNOLOGY, S.A.;Celulares;Iphone;Celular;1,100.81;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;Whirlpool;Lavadora;401.45;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de garantía;CENTRO DE AGENCIAS;Electrodomésticos/equipos electrónicos;No se Registro;Refrigeradora;270.00;Desistimiento/Devolución;270.00;16-dic-2025;Dic 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;18-nov-2025;Nov 25;Falta de información;CM IT SOLUTIONS;Repuestos y reparaciones (talleres varios no autos);LG;Televisor;384.77;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de servicio;FLETES MO´ED;Transporte (fletes, encomiendas y similares);No se Registro;No se Registro;1,041.69;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;20-nov-2025;Nov 25;Incumplimiento de garantía;CENTRO DE MATERIALES JC;Ferreterías, materiales de construccion o similares;No se Registro;No se Registro;398.55;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;LG;Refrigeradora;1,112.80;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;19-nov-2025;Nov 25;Incumplimiento de garantía;ONTARIO COFFEE PANAMA S A;Almacén por departamentos;No se Registro;Cafetera;637.72;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;19-nov-2025;Nov 25;Incumplimiento de garantía;CABLE & WIRELESS;Telefonia;Honor;Celular;339.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;20-nov-2025;Nov 25;Incumplimiento de garantía;TECH & HOUSE;Electrodomésticos/equipos electrónicos;Kitchnaid;Refrigeradora;4,860.46;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;21-nov-2025;Nov 25;Cobro indebido;VIAJES YARILENA;Agencias de viajes;No se Registro;No se Registro;1,290.20;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;21-nov-2025;Nov 25;Incumplimiento de garantía;PHOTURA;Electrodomésticos/equipos electrónicos;Lenovo;Laptop;406.55;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;25-nov-2025;Nov 25;Incumplimiento de garantía;GRAND XIAOMI STORE, S.A.;Electrodomésticos/equipos electrónicos;Xiaomi;Aspiradora;69.55;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;21-nov-2025;Nov 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;Whirlpool;Lavadora;426.94;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;25-nov-2025;Nov 25;Incumplimiento de garantía;DIGITAL HOGAR;Electrodomésticos/equipos electrónicos;Nisato;Lavadora;203.25;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;25-nov-2025;Nov 25;Incumplimiento de garantía;DIGITAL CITY AUDIO VIDEO MUEBLES;Electrodomésticos/equipos electrónicos;Sankey;Refrigeradora;300.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;26-nov-2025;Nov 25;Incumplimiento de garantía;RAENCO;Almacén por departamentos;Hisense;Televisor;588.49;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;26-nov-2025;Nov 25;Incumplimiento de servicio;FUNDACION INSTITUTOS PANAMA;Cursos de inglés;No se Registro;No se Registro;695.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;26-nov-2025;Nov 25;Falta de información;COPA AIRLINES;Líneas aéreas;No se Registro;No se Registro;353.90;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Incumplimiento de garantía;NOVEY;Almacén por departamentos;Xiaomi;Televisor;417.27;Desistimiento;;04-dic-2025;Dic 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;26-nov-2025;Nov 25;Incumplimiento de garantía;DO IT CENTER;Electrodomésticos/equipos electrónicos;Whirlpool;Lavadora;398.03;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Incumplimiento de garantía;RAENCO;Almacén por departamentos;Hisense;Televisor;310.29;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;26-nov-2025;Nov 25;Incumplimiento de garantía;RODELAG;Almacén por departamentos;RCA;Estufa;507.45;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Custodia de bien;LAVANDERIA MELI CLEAN;Lavanderías o lavamáticos;No se Registro;No se Registro;175.55;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Falta de información;OFFICE DEPOT;Almacén por departamentos;HP;Tinta de impresora;23.43;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;23.99;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Incumplimiento de servicio;VIAJES YARILENA;Agencias de viajes;No se Registro;No se Registro;1,993.95;En proceso;;;;;2025
Veracidad;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Veracidad de la publicidad;HOTELERA EL PANAMA, S.A;Hoteles o planes vacacionales;No se Registro;No se Registro;267.50;En proceso;;;;;2025
Veracidad;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Veracidad de la publicidad;HOTELERA EL PANAMA, S.A;Hoteles o planes vacacionales;No se Registro;No se Registro;50.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;20.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-nov-2025;Nov 25;Falta de información;FOTO CELL SHOP;Celulares;REDMI;Celular;35.00;Desistimiento/Devolución;35.00;19-dic-2025;Dic 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;21-nov-2025;Nov 25;Falta de información;SILVER & CUTE;Joyería/Relojerías;No se Registro;Anillos;10.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;21-nov-2025;Nov 25;Incumplimiento de garantía;LTE MOVIL 88;Celulares;Iphone;Celular;90.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;25-nov-2025;Nov 25;Incumplimiento de garantía;LA FAMILIA PAWN AND JEWELRY;Casa de empeño;No se Registro;Hidrolavadora;85.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Cobro indebido;VITA MEMBERSHIP;Servicio de intermediación;No se Registro;No se Registro;119.20;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;11-nov-2025;Nov 25;Incumplimiento de garantía;THE WORLD CELL;Celulares;No se Registro;Scooter;120.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de garantía;RAENCO;Almacén por departamentos;Samsung;Refrigeradora;544.63;Desistimiento;;10-dic-2025;Dic 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;14-nov-2025;Nov 25;Custodia de bien;MIDISTAR S.A.;Repuestos y reparaciones (talleres varios no autos);Whirlpool;Lavadora;469.73;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;21-nov-2025;Nov 25;Incumplimiento de garantía;GRUPO SAPIR, S.A.;Joyería/Relojerías;No se Registro;No se Registro;350.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;27-nov-2025;Nov 25;Incumplimiento de garantía;EL MACHETAZO;Supermercados;Singer;Maquina de coser;128.36;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;14-nov-2025;Nov 25;Resolución de contrato;EL CREPUSCULO;Funerarias;No se Registro;No se Registro;25.00;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;14-nov-2025;Nov 25;Incumplimiento de garantía;MATERIALES DE CONSTRUCCION LOO;Ferreterías, materiales de construccion o similares;No se Registro;Bomba de agua;300.00;Desistimiento/Devolución;300.00;18-dic-2025;Dic 25;2025;2025
Decisión;Coclé;Ley 45 de 2007;17-nov-2025;Nov 25;Incumplimiento de garantía;RODELAG;Electrodomésticos/equipos electrónicos;Samsung;Televisor;256.79;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;19-nov-2025;Nov 25;Incumplimiento de garantía;HIDROSTAR, S.A.;Ferreterías, materiales de construccion o similares;No se Registro;Motosierra;139.27;En proceso;;;;;2025
Decisión;Colón;Ley 45 de 2007;19-nov-2025;Nov 25;Falta de información;JARP XPRESS;Envío de dinero;No se Registro;No se Registro;959.00;En proceso;;;;;2025
Decisión;Colón;Ley 45 de 2007;26-nov-2025;Nov 25;Incumplimiento de garantía;DIGITAL AUDIO Y MUEBLES;Almacén por departamentos;Hisense;Refrigeradora;239.00;En proceso;;;;;2025
Vehículo a Motor;Chiriquí;Ley 14 de 2018;13-nov-2025;Nov 25;Devolución de dinero;AUTO RESPUESTOS JAPONESES, S.A;Repuestos para autos;Suzuki;Automóvil;32.10;En proceso;;;;;2025
Vehículo a Motor;Chiriquí;Ley 14 de 2018;11-nov-2025;Nov 25;Incumplimiento de garantía;GRUPO AUTO COMERCIAL, S.A.;Venta de autos usados;No se Registro;Automóvil;20,950.00;En proceso;;;;;2025
Vehículo a Motor;Chiriquí;Ley 14 de 2018;18-nov-2025;Nov 25;Incumplimiento de garantía;GRUPO AUTO COMERCIAL, S.A.;Venta de autos usados;No se Registro;Automóvil;24,950.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;07-nov-2025;Nov 25;Incumplimiento de contrato;INSTITUTO Y CENTRO SUPERIOR Y CULTURA TURISMO;Comunicaciones / internet;No se Registro;No se Registro;130.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;11-nov-2025;Nov 25;Incumplimiento de garantía;MULTIMAX;Comunicaciones / internet;LG;Estufa;1,069.97;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;12-nov-2025;Nov 25;Devolución de dinero;WINGO;Líneas aéreas;No se Registro;No se Registro;687.92;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;13-nov-2025;Nov 25;Devolución de dinero;DECAMERON;Hoteles o planes vacacionales;No se Registro;No se Registro;117.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;13-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Comunicaciones / internet;No se Registro;No se Registro;54.75;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;13-nov-2025;Nov 25;Devolución de dinero;BELLA VISTA PROMOCIONES INMOBILIARIAS, S.A;Inmobiliarias;No se Registro;Vivienda;950.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de garantía;DOIT CENTER;Almacén por departamentos;Whirlpool;Refrigeradora;599.99;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de garantía;RAMTEC AUDIO Y VIDEO S.A.;Electrodomésticos/equipos electrónicos;Nisato;Lavadora;275.00;En proceso;;;;;2025
Decisión;Herrera;Ley 45 de 2007;06-nov-2025;Nov 25;Venta engañosa;TOP OUTLET CHITRE;Almacén por departamentos;No se Registro;No se Registro;26.00;En proceso;;;;;2025
Decisión;Los Santos;Ley 45 de 2007;18-nov-2025;Nov 25;Incumplimiento de garantía;GRUPO MEGA - PROVENTAS, S.A.;Mueblería/equipo electrónico;Samsung;Lavadora;495.00;En proceso;;;;;2025
Decisión;Los Santos;Ley 45 de 2007;24-nov-2025;Nov 25;Incumplimiento de garantía;EMPRESA ANGASO, S.A/TIENDA TOTAL LAS TABLAS;Almacén por departamentos;No se Registro;Abanico;62.05;Desistimiento/Devolución;62.05;26-nov-2025;Nov 25;2025;2025
Decisión;Veraguas;Ley 45 de 2007;07-nov-2025;Nov 25;Falta de información;INVERSIONES EL CREPUSCULO, S.A.;Funerarias;No se Registro;No se Registro;26.00;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;07-nov-2025;Nov 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;Samsung;Celular;278.15;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;12-nov-2025;Nov 25;Falta de información;INVERSIONES EL CREPUSCULO, S.A.;Funerarias;No se Registro;No se Registro;15.00;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;18-nov-2025;Nov 25;Resolución de contrato;FUNERARIA AUXILIADORA CRISTO REY DE PROVINCIAS CENTRALES, S.A.;Funerarias;No se Registro;No se Registro;12.00;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;18-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;39.64;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;19-nov-2025;Nov 25;Incumplimiento de garantía;RODELAG;Electrodomésticos/equipos electrónicos;Sankey;Refrigeradora;599.19;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;19-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;20.00;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;21-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;19.98;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;24-nov-2025;Nov 25;Incumplimiento de garantía;EL PUNTO MAYORISTA;Almacén por departamentos;Sankey;Televisor;149.79;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;25-nov-2025;Nov 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;20.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;14-nov-2025;Nov 25;Incumplimiento de garantía;MACGIVER;Repuestos para autos;Toyota;Pieza de Repuesto;102.61;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;14-nov-2025;Nov 25;Cobro indebido;GRUAS WAN;Servicios de grúas;No se Registro;No se Registro;380.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;18-nov-2025;Nov 25;Incumplimiento de contrato;RICARDO PEREZ, S.A.;Agencia de autos;Toyota;Automóvil;20,500.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;20-nov-2025;Nov 25;Incumplimiento de garantía;DISTRIBUIDORA AUTOMOTRIZ FORTUNE;Agencia de autos;Changan;Automóvil;18,488.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;27-nov-2025;Nov 25;Incumplimiento de garantía;RICARDO PEREZ, S.A.;Agencia de autos;Toyota;Automóvil;18,130.00;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;25-nov-2025;Nov 25;Falta de información;LA SONRISA PTY;Clínicas/ Hospitales;No se Registro;No se Registro;135.00;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;27-nov-2025;Nov 25;Incumplimiento de garantía;RAENCO;Almacén por departamentos;Hisense;Estufa;940.53;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 45 de 2007;01-dic-2025;Dic 25;Incumplimiento de servicio;JORGE LUIS ANDRADE  CASTILLO;Servicios de instalación;Hyundai;Automóvil;114.73;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 45 de 2007;01-dic-2025;Dic 25;Falta de información;MDG GROUP, S.A.;Venta de autos usados;KIA;Automóvil;10,300.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 45 de 2007;01-dic-2025;Dic 25;Falta de información;SUPER PIEZAS PTY;Taller de reparación de autos;Chevrolet;Automóvil;1,029.13;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 45 de 2007;02-dic-2025;Dic 25;Incumplimiento de garantía;RASTRO MULTIMOTORES;Taller de reparación de autos;No se Registro;Moto;1,998.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 45 de 2007;03-dic-2025;Dic 25;Incumplimiento de garantía;SANTY CARS 507;Venta de autos usados;KIA;Automóvil;7,000.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 45 de 2007;03-dic-2025;Dic 25;Incumplimiento de garantía;ACTIVE MOTORS S.A.;Agencia de autos;Haval;Automóvil;22,525.60;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 45 de 2007;03-dic-2025;Dic 25;Falta de información;PANA CAR SERVICES INC;Servicios de grúas;KIA;Automóvil;700.00;En proceso;;;;;2025
